ID,開始時刻,完了時刻,メール,名前,あなたの現在通っている学校名を教えてください(例:〇〇小学校、△△中学校),あなたの学年を教えてください,あなたの学校種を教えてください,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)を授業・授業外(宿題など)で何か月くらい利用していますか。※利用期間がX年Yか月だった場合、「X/Y」というようにスラッシュで区切って、全て半角で入力してください(例:1年の場合→1/0、2年3か月の場合→2/3、未使用の場合→0/0)","LEAFシステム(BookRoll,分析(ぶんせき)ツール)を授業・授業外(宿題など)でどれくらい利用していますか","LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)","今年度、 LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの程度使いこなすことができましたか",BookRollでよく使う機能を選んでください(複数選択(せんたく)可),分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),教材や問題を見るため,自分の解答や学び方を振(ふ)り返るため,クラスの人の考えを参考にするため,クラスの人の学び方を参考にするため,AIによる問題推薦(すいせん)やアドバイスを受けるため,理解度が高まったと感じる,勉強を効率よく短時間で行えるようになった,根拠(こんきょ)に基づいた勉強計画や復習を行えるようになった,分析(ぶんせき)ツールを使用することで自分の学習方法に変化が生じた,自分に合った学びを実現する助けになったと感じる,自分で計画を立てたり自分の考えを広めたり深めたりして学ぶ助けになったと感じる,他の人と協力しながら学ぶ助けになったと感じる,自分で課題を設定して追究していく学びの助けになったと感じる,使い方・操作(そうさ)手順がわかりやすい,LEAFシステムに満足している,自由記述,宿題を行う時間    1週間あたり【   】時間 (※半角数字で入力してください),予習・復習を行う時間  1週間あたり【   】時間 (※半角数字で入力してください),学校の勉強以外を行う時間  1週間あたり【   】時間 (※半角数字で入力してください),自分の勉強の仕方を振(ふ)り返る時間  1週間あたり【   】時間 (※半角数字で入力してください),勉強の計画を立てる時間  1週間あたり【   】時間 (※半角数字で入力してください),学校が、タブレットなどを使ってみんなが勉強した記録を調べて、一人一人に合った勉強の仕方を教えることについてどう思いますか?,学校が、タブレットなどを使ってみんなが勉強した記録を名前は分からない形で集計して、授業をよくすることについてどう思いますか?,"学校が、タブレットなどを使ってみんなの勉強した記録を調べて,一人一人に合った進学や将来(しょうらい)の仕事についてのアドバイスをすることをどう思いますか?",アプリの会社が、タブレットなどを使って勉強した記録を調べて、一人一人に合った問題を出題したりアドバイスをすることについてどう思いますか?,"アプリの会社が、タブレットなどを使って勉強した記録を調べて,名前は分からない形で集めて、問題やアドバイスなどを良くすることについてどう思いますか?",みんなやその家族が、学校でコンピュータを使って勉強した小学校から中学校までを記録したデータを見て、学びの振(ふ)り返りや計画を立てたりすることについてどう思いますか?,みんなやその家族が、学校でコンピュータを使って勉強した小学校から大人になってからまでの一生の記録のデータを見て、学びの振(ふ)り返りや計画を立てたりすることについてどう思いますか?,国がコンピュータを使って、みんなの小学校から中学校までの勉強のデータを名前がわからない形で国全体で集めて、勉強の仕方を良くしたり、研究したりすることについてどう思いますか?,国がコンピュータを使って、みんなの小学校から大人になってからの学びも含(ふく)めた一生の勉強のデータを名前がわからない形で国全体で集めて、勉強の仕方を良くしたり、研究したりすることについてどう思いますか?,学校が、顔の動画を分析(ぶんせき)できるコンピュータを使って、みんなの眼の動きを調べて、授業に集中できていない子、なやんでいる子を見つけて、相談にのることについてどう思いますか?
34,2025-01-27 14:51:34,2025-01-27 14:55:23,anonymous,,洗足学園中学校,中学校3年生,中学校,0/0,ほとんど使用していない,なし;,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,6.0,0.0,0.0,0.0,0.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,反対である
35,2025-01-27 14:50:34,2025-01-27 14:57:47,anonymous,,洗足学園中学校,中学校3年生,中学校,半年,1ヶ月に数回程度,算数・数学;,あまり使いこなすことができなかった,マーカー;,ほとんど使ったことがない;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまりあてはまらない,あてはまらない,あてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少し重いと感じることがあります。,15.0,3.0,9.0,0.0,0.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
36,2025-01-27 14:58:20,2025-01-27 15:02:38,anonymous,,洗足学園中学校,中学校3年生,中学校,0/8,1週間に数回程度,算数・数学;,使いこなすことができた,マーカー;,ほとんど使ったことがない;,使用することがある,使用することがある,全く使用しない,全く使用しない,全く使用しない,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あてはまる,あてはまる,少しあてはまる,,9.0,2.0,14.0,2.0,0.0,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である
37,2025-01-27 14:01:49,2025-01-27 15:13:36,anonymous,,洗足学園中学校,中学校3年生,中学校,0/0,ほとんど使用していない,未使用;,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,16.0,5.0,10.0,4.0,1.0,賛成である,強く賛成である,どちらかというと賛成である,賛成である,強く賛成である,賛成である,賛成である,強く賛成である,強く賛成である,反対である
38,2025-01-27 15:18:31,2025-01-27 15:22:25,anonymous,,洗足学園中学校,中学校3年生,中学校,11,1週間に数回程度,算数・数学;外国語;,使いこなすことができた,マーカー;,ほとんど使ったことがない;,全く使用しない,全く使用しない,使用することがある,使用することがある,全く使用しない,少しあてはまる,あまりあてはまらない,少しあてはまる,あまりあてはまらない,少しあてはまる,あてはまらない,あてはまる,あまりあてはまらない,あてはまらない,あてはまらない,マーカー機能が使いづらい。,30.0,10.0,0.0,5.0,1.0,強く賛成である,賛成である,強く賛成である,強く賛成である,強く賛成である,強く反対である,強く反対である,強く反対である,強く反対である,どちらかというと賛成である
39,2025-01-27 15:49:49,2025-01-27 15:53:31,anonymous,,洗足学園中学校,中学校3年生,中学校,0/4,1ヶ月に数回程度,算数・数学;,あまり使いこなすことができなかった,マーカー;,ほとんど使ったことがない;,使用することがある,全く使用しない,全く使用しない,全く使用しない,全く使用しない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あてはまらない,あてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,あてはまる,少しあてはまる,,10.0,1.0,0.5,0.5,0.0,強く賛成である,強く賛成である,賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である
40,2025-01-27 15:52:45,2025-01-27 15:56:48,anonymous,,洗足学園中学校,中学校3年生,中学校,10,1ヶ月に数回程度,算数・数学;,使いこなすことができた,マーカー;,ほとんど使ったことがない;,使用することがある,あまり使用しない,全く使用しない,全く使用しない,全く使用しない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,,10.0,5.0,4.0,1.0,0.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である
41,2025-01-27 16:56:55,2025-01-27 17:02:08,anonymous,,洗足学園中学校,中学校3年生,中学校,0/6,1ヶ月に数回程度,算数・数学;外国語;,まったく使いこなすことができなかった,ほとんど使ったことがない;,ほとんど使ったことがない;,使用することがある,全く使用しない,全く使用しない,全く使用しない,全く使用しない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,"Leafが重くて立ち上がりません。
数学の先生、プリントの答えをLeafのみにあげないでほしいです！",1260.0,420.0,140.0,0.5,1.0,強く反対である,強く反対である,強く反対である,どちらかというと反対である,どちらかというと反対である,強く反対である,強く反対である,強く反対である,強く反対である,強く反対である
42,2025-01-27 16:57:19,2025-01-27 17:02:09,anonymous,,洗足学園中学校,中学校3年生,中学校,0/6,1ヶ月に数回程度,算数・数学;,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,あまり使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,,840.0,420.0,420.0,0.5,0.5,強く反対である,強く反対である,強く反対である,強く反対である,どちらかというと賛成である,反対である,強く反対である,どちらかというと反対である,反対である,反対である
43,2025-01-27 17:00:31,2025-01-27 17:05:01,anonymous,,洗足学園中学校,中学校3年生,中学校,4,1ヶ月に数回程度,算数・数学;外国語;,まったく使いこなすことができなかった,マーカー;,マーカー分析（ぶんせき）;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,あまりあてはまらない,あまりあてはまらない,あてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,,7.0,1.0,1.0,1.0,1.0,反対である,どちらかというと賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,賛成である,賛成である
44,2025-01-27 17:00:03,2025-01-27 17:06:42,anonymous,,洗足学園中学校,中学校3年生,中学校,0/5,1ヶ月に数回程度,算数・数学;,使いこなすことができた,マーカー;メモ;,ほとんど使ったことがない;,あまり使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,少しあてはまる,少しあてはまる,あてはまらない,使っていない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまる,あまりあてはまらない,,22.0,4.0,0.0,0.0,2.0,賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと反対である,賛成である,賛成である,賛成である,賛成である,反対である
